acc,city,licence
476599,CHICAGO,Limited Business License
466547,CHICAGO,Public Place of Amusement
21697,CHICAGO,Package Goods
308416,CHICAGO,Filling Station
476495,CHICAGO,Limited Business License
418622,CHICAGO,Limited Business License
396848,CHICAGO,Outdoor Patio
399060,MAYWOOD,Regulated Business License
398868,CHICAGO,Retail Food Establishment
466547,CHICAGO,Consumption on Premises - Incidental Activity
473642,CHICAGO,Retail Food Establishment
396565,CHICAGO,Package Goods
417087,CHICAGO,Motor Vehicle Services License
476212,CHICAGO,Retail Food Establishment
476523,CHICAGO,Regulated Business License
68422,CHICAGO,Retail Food Establishment
416247,CHICAGO,Retail Food Establishment
272343,CHICAGO,Retail Food Establishment
417986,CHICAGO,Regulated Business License
456898,CHICAGO,Retail Food Establishment
25947,CHICAGO,Motor Vehicle Services License
476574,CHICAGO,Limited Business License
335744,CHICAGO,Limited Business License
476587,CHICAGO,Limited Business License
11660,CHICAGO,Tavern
475455,CHICAGO,Regulated Business License
383212,CHICAGO,Limited Business License
476525,CHICAGO,Limited Business License
398868,CHICAGO,Consumption on Premises - Incidental Activity
466547,CHICAGO,Public Place of Amusement
86178,CHICAGO,Retail Food Establishment
475706,CHICAGO,Regulated Business License
210519,DOWNERS GROVE,Limited Business License
456898,CHICAGO,Outdoor Patio
414414,CHICAGO,Consumption on Premises - Incidental Activity
476508,CHICAGO,Regulated Business License
476533,CHICAGO,Limited Business License
476546,CHICAGO,Limited Business License
308416,CHICAGO,Retail Food Establishment
476313,CHICAGO,Limited Business License
476307,CHICAGO,Limited Business License
396848,CHICAGO,Retail Food Establishment
475708,CHICAGO,Limited Business License
474830,CHICAGO,Retail Food Establishment
476530,CHICAGO,Limited Business License
471717,CHICAGO,Retail Food Establishment
399393,CHICAGO,Limited Business License
476578,CHICAGO,Limited Business License
476469,CHICAGO,Regulated Business License
382792,ALBION,Regulated Business License
399385,CHICAGO,Retail Food Establishment
427491,CHICAGO,Consumption on Premises - Incidental Activity
60121,CHICAGO,Limited Business License
363576,JOLIET,Limited Business License
476601,CHICAGO,Limited Business License
382792,WEST MONROE,Regulated Business License
459152,CHICAGO,Animal Care License
299999,CHICAGO,Regulated Business License
476581,CHICAGO,Regulated Business License
331638,CHICAGO,Consumption on Premises - Incidental Activity
9208,CHICAGO,Retail Food Establishment
427491,CHICAGO,Outdoor Patio
476600,CHICAGO,Regulated Business License
476639,CHICAGO,Limited Business License
4504,CHICAGO,Retail Food Establishment
382546,CEDAR FALLS,Regulated Business License
382560,CHICAGO,Limited Business License
399385,CHICAGO,Retail Food Establishment
476096,CHICAGO,Retail Food Establishment
318846,CHICAGO,Motor Vehicle Services License
331638,CHICAGO,Caterer's Liquor License
476504,CHEEKTOWAGA,Regulated Business License
476641,CHICAGO,Peddler License
382640,COLUMBUS,Regulated Business License
382792,WEST MONROE,Regulated Business License
88720,CHICAGO,Regulated Business License
4504,CHICAGO,Consumption on Premises - Incidental Activity
382470,PITTSBURGH,Regulated Business License
476585,CHICAGO,Regulated Business License
68284,CHICAGO,Limited Business License
476573,CHICAGO,Limited Business License
418592,CHICAGO,Retail Food Establishment
427491,CHICAGO,Retail Food Establishment
476538,CHICAGO,Limited Business License
382728,BEDFORD,Regulated Business License
476588,CHICAGO,Limited Business License
382546,CEDAR FALLS,Regulated Business License
399793,CHICAGO,Peddler License
217542,CHICAGO,Limited Business License
284133,CHICAGO,Regulated Business License
476132,CHICAGO,Retail Food Establishment
476607,CHICAGO,Regulated Business License
476524,CHICAGO,Limited Business License
381031,CHICAGO,Retail Food Establishment
382792,GENESEO,Regulated Business License
331638,CHICAGO,Retail Food Establishment
382956,LOS ALAMITOS,Regulated Business License
27157,CHICAGO,Limited Business License
418592,CHICAGO,Retail Food Establishment
382792,EAST AURORA,Regulated Business License
476593,CHICAGO,Limited Business License
417876,CHICAGO,Regulated Business License
460506,DEPEW,Regulated Business License
455598,CHICAGO,Children's Services Facility License
3690,CHICAGO,Not-For-Profit Club
359155,CHICAGO,Limited Business License
3474,CHICAGO,Retail Food Establishment
3474,CHICAGO,Consumption on Premises - Incidental Activity
468731,CHICAGO,Caterer's Liquor License
460447,CHICAGO,Limited Business License
476610,CHICAGO,Regulated Business License
476611,CHICAGO,Regulated Business License
416647,CHICAGO,Retail Food Establishment
319433,MISSOULA,Limited Business License
476680,CHICAGO,Regulated Business License
382322,HILLSIDE,Regulated Business License
417837,CHICAGO,Retail Food Establishment
476542,CHICAGO,Regulated Business License
476689,CHICAGO,Peddler License
382380,CHICAGO,Limited Business License
383125,SHERMAN,Regulated Business License
382536,WILLIAMSVILLE,Regulated Business License
416628,CHICAGO,Retail Food Establishment
383126,SHERMAN,Regulated Business License
404841,CHICAGO,Children's Services Facility License
459949,CHICAGO,Limited Business License
382519,MARIETTA,Regulated Business License
382262,CHICAGO,Retail Food Establishment
64549,CHICAGO,Limited Business License
460224,CHICAGO,Regulated Business License
217600,CHICAGO,Regulated Business License
3690,CHICAGO,Retail Food Establishment
459949,CHICAGO,Limited Business License
476684,CHICAGO,Peddler License
476688,CHICAGO,Peddler License
382987,OMAHA,Regulated Business License
475809,CHICAGO,Limited Business License
476625,CHICAGO,Limited Business License
459949,CHICAGO,Limited Business License
476676,CHICAGO,Limited Business License
130,CHICAGO,Tavern
382119,GREENSBORO,Regulated Business License
476606,CHICAGO,Regulated Business License
459949,CHICAGO,Limited Business License
459949,CHICAGO,Limited Business License
371887,CHICAGO,Children's Services Facility License
475658,CHICAGO,Animal Care License
29334,CHICAGO,Children's Services Facility License
430901,CHICAGO,Filling Station
476248,CHICAGO,Retail Food Establishment
475736,CHICAGO,Retail Food Establishment
459949,CHICAGO,Limited Business License
130,CHICAGO,Retail Food Establishment
471816,CHICAGO,Regulated Business License
11589,CHICAGO,Retail Food Establishment
15344,CHICAGO,Retail Food Establishment
476502,CHICAGO,Limited Business License
6740,CHICAGO,Retail Food Establishment
476663,CHICAGO,Limited Business License
81543,CHICAGO,Retail Food Establishment
472958,CHICAGO,Children's Services Facility License
460126,CHICAGO,Limited Business License
399622,CHICAGO,Secondhand Dealer
382118,CHICAGO,Limited Business License
476539,CHICAGO,Manufacturing Establishments
81543,CHICAGO,Consumption on Premises - Incidental Activity
227,CHICAGO,Regulated Business License
476653,CHICAGO,Limited Business License
11589,CHICAGO,Package Goods
227,CHICAGO,Not-For-Profit Club
25820,CHICAGO,Tavern
476001,CHICAGO,Retail Food Establishment
227,CHICAGO,Outdoor Patio
227,CHICAGO,Outdoor Patio
476570,CHICAGO,Regulated Business License
476591,CHICAGO,Limited Business License
25820,CHICAGO,Late Hour
476662,CHICAGO,Limited Business License
398416,CHICAGO,Regulated Business License
476658,CHICAGO,Limited Business License
386076,CHICAGO,Consumption on Premises - Incidental Activity
460463,SAINT CHARLES,Regulated Business License
476656,CHICAGO,Limited Business License
386076,CHICAGO,Retail Food Establishment
334853,CHICAGO,Regulated Business License
476455,CHICAGO,Retail Food Establishment
476697,CHICAGO,Regulated Business License
382278,GURNEE,Regulated Business License
467865,CHICAGO,Tavern
476167,CHICAGO,Regulated Business License
474514,CHICAGO,Public Place of Amusement
476669,CHICAGO,Limited Business License
381850,CHICAGO,Retail Food Establishment
208623,CHICAGO,Peddler License
476638,CHICAGO,Peddler License
346865,CHICAGO,Regulated Business License
386076,CHICAGO,Outdoor Patio
313073,CHICAGO,Limited Business License
476712,CHICAGO,Limited Business License
227,CHICAGO,Not-For-Profit Club
399305,CHICAGO,Limited Business License
476363,CHICAGO,Animal Care License
476223,CHICAGO,Manufacturing Establishments
351362,CHICAGO,Regulated Business License
394846,ATLANTA,Regulated Business License
352804,CHICAGO,Limited Business License
382719,GREELEY,Regulated Business License
310613,CHICAGO,Limited Business License
227,CHICAGO,Retail Food Establishment
311799,CHICAGO,Limited Business License
473674,CHICAGO,Package Goods
458220,CHICAGO,Retail Food Establishment
476704,CHICAGO,Peddler License
431499,CHICAGO,Package Goods
7030,CHICAGO,Package Goods
456857,CHICAGO,Outdoor Patio
418602,CHICAGO,Regulated Business License
399808,CHICAGO,Peddler License
279667,CHICAGO,Retail Food Establishment
476749,CHICAGO,Limited Business License
15842,CHICAGO,Retail Food Establishment
382291,GLENDALE,Regulated Business License
476746,CALUMET CITY,Peddler License
382277,LAS VEGAS,Regulated Business License
399581,CHICAGO,Limited Business License
476371,CHICAGO,Retail Food Establishment
52884,CHICAGO,Limited Business License
476716,CHICAGO,Regulated Business License
363353,CHICAGO,Motor Vehicle Services License
287314,CHICAGO,Retail Food Establishment
419463,CHICAGO,Public Place of Amusement
476726,CHICAGO,Limited Business License
43558,CHICAGO,Limited Business License
283879,CHICAGO,Public Place of Amusement
419463,CHICAGO,Tavern
475752,CHICAGO,Regulated Business License
431499,CHICAGO,Retail Food Establishment
415311,CHICAGO,Retail Food Establishment
476745,CHICAGO,Peddler License
418349,CHICAGO,Limited Business License
476699,CHICAGO,Regulated Business License
476526,CHICAGO,Regulated Business License
416580,CHICAGO,Retail Food Establishment
417065,CHICAGO,Filling Station
476501,CHICAGO,Regulated Business License
382291,TEMPE,Regulated Business License
460220,CHICAGO,Regulated Business License
476729,CHICAGO,Regulated Business License
456857,CHICAGO,Consumption on Premises - Incidental Activity
460498,CHICAGO,Limited Business License
418275,CHICAGO,Peddler License
432509,CHICAGO,Retail Food Establishment
3860,CHICAGO,Consumption on Premises - Incidental Activity
460242,CHICAGO,Limited Business License
360952,CHICAGO,Retail Food Establishment
476479,CHICAGO,Limited Business License
476763,CHICAGO,Peddler License
45138,CHICAGO,Limited Business License
313290,CHICAGO,Tavern
306904,CHICAGO,Children's Services Facility License
202033,CHICAGO,Children's Services Facility License
457910,CHICAGO,Retail Food Establishment
473835,CHICAGO,Retail Food Establishment
417065,CHICAGO,Retail Food Establishment
331643,CHICAGO,Regulated Business License
362479,CHICAGO,Limited Business License
456857,CHICAGO,Retail Food Establishment
473642,CHICAGO,Consumption on Premises - Incidental Activity
476522,CHICAGO,Regulated Business License
432509,CHICAGO,Package Goods
417537,CHICAGO,Retail Food Establishment
476415,CHICAGO,Limited Business License
456857,CHICAGO,Outdoor Patio
382724,NILES,Regulated Business License
476590,CHICAGO,Limited Business License
476750,CALUMET CITY,Peddler License
264305,CHICAGO,Tavern
476743,FOREST PARK,Peddler License
476544,CHICAGO,Regulated Business License
362426,CHICAGO,Limited Business License
459347,CHICAGO,Limited Business License
31036,CHICAGO,Limited Business License
418851,CHICAGO,Peddler License
476760,CHICAGO,Limited Business License
3860,CHICAGO,Retail Food Establishment
474509,CHICAGO,Retail Food Establishment
476550,CHICAGO,Peddler License
375951,CHICAGO,Retail Food Establishment
460157,CHICAGO,Limited Business License
382952,FT. WASHINGTON,Regulated Business License
11123,CHICAGO,Package Goods
382680,MASON,Regulated Business License
62813,CHICAGO,Outdoor Patio
399308,CHICAGO,Peddler License
476171,CHICAGO,Retail Food Establishment
15328,CHICAGO,Package Goods
252148,CHICAGO,Limited Business License
476170,CHICAGO,Regulated Business License
29875,CHICAGO,Limited Business License
416875,CHICAGO,Limited Business License
15328,CHICAGO,Retail Food Establishment
382058,CHICAGO,Retail Food Establishment
319965,BURBANK,Limited Business License
383023,ROSWELL,Regulated Business License
475950,CHICAGO,Regulated Business License
382952,ENDICOTT,Regulated Business License
417992,MUNCIE,Peddler License
382155,TINLEY PARK,Regulated Business License
417545,CHICAGO,Regulated Business License
379857,CHICAGO,Caterer's Liquor License
382019,CHICAGO,Retail Food Establishment
6637,CHICAGO,Retail Food Establishment
29875,CHICAGO,Limited Business License
382670,HOUSTON,Regulated Business License
379857,CHICAGO,Consumption on Premises - Incidental Activity
279438,CHICAGO,Retail Food Establishment
476756,CHICAGO,Limited Business License
204128,CHICAGO,Limited Business License
432920,CHICAGO,Retail Food Establishment
308121,CHICAGO,Limited Business License
476769,CHICAGO,Regulated Business License
283459,CHICAGO,Limited Business License
319965,BURBANK,Regulated Business License
294097,CHICAGO,Limited Business License
476805,CHICAGO,Peddler License
418468,CHICAGO,Limited Business License
462438,PLAINFIELD,Mobile Food License
201209,CHICAGO,Regulated Business License
11123,CHICAGO,Retail Food Establishment
382952,"MUMBAI 400102, INDIA",Regulated Business License
382952,TEMPE,Regulated Business License
475955,CHICAGO,Retail Food Establishment
37478,CHICAGO,Limited Business License
2753,CHICAGO,Tavern
2753,CHICAGO,Retail Food Establishment
476795,CHICAGO,Limited Business License
383144,RIVERWOODS,Limited Business License
476797,CHICAGO,Limited Business License
296585,CHICAGO,Retail Food Establishment
399412,CHICAGO,Limited Business License
382568,LAS VEGAS,Regulated Business License
379857,CHICAGO,Package Goods
476598,CHICAGO,Limited Business License
476471,CHICAGO,Regulated Business License
460288,CHICAGO,Limited Business License
60692,CHICAGO,Limited Business License
476792,CHICAGO,Peddler License
456592,CHICAGO,Retail Food Establishment
476790,CHICAGO,Regulated Business License
7921,CHICAGO,Retail Food Establishment
382952,"NAVI MUMBAI 400705, INDIA",Regulated Business License
382952,HOUSTON,Regulated Business License
476835,SUMMIT,Peddler License
63339,CHICAGO,Package Goods
398768,CHICAGO,Retail Food Establishment
476806,CHICAGO,Regulated Business License
476231,CHICAGO,Regulated Business License
363203,CHICAGO,Limited Business License
10701,CHICAGO,Regulated Business License
476846,OAK LAWN,Peddler License
362517,CHICAGO,Limited Business License
382402,CHICAGO,Wholesale Food Establishment
476778,CHICAGO,Limited Business License
460010,CHICAGO,Mobile Food License
473188,CHICAGO,Package Goods
276269,CHICAGO,Retail Food Establishment
322311,CHICAGO,Package Goods
245155,CHICAGO,Limited Business License
382268,LAS VEGAS,Regulated Business License
322311,CHICAGO,Tavern
476832,CHICAGO,Regulated Business License
247953,CHICAGO,Peddler License
252348,CHICAGO,Limited Business License
476801,CHICAGO,Limited Business License
476796,WHEELING,Regulated Business License
348935,CHICAGO,Retail Food Establishment
382693,HOUSTON,Regulated Business License
378764,CHICAGO,Limited Business License
404401,CHICAGO,Consumption on Premises - Incidental Activity
476488,CHICAGO,Peddler License
460010,CHICAGO,Mobile Food License
459558,CHICAGO,Retail Food Establishment
398830,CHICAGO,Retail Food Establishment
476053,CHICAGO,Retail Food Establishment
457721,CHICAGO,Consumption on Premises - Incidental Activity
382267,LAS VEGAS,Regulated Business License
476843,CHICAGO,Peddler License
64458,CHICAGO,Animal Care License
382402,CHICAGO,Wholesale Food Establishment
399627,CHICAGO,Regulated Business License
382987,TORONTO,Regulated Business License
476844,CHICAGO,Peddler License
60960,CHICAGO,Retail Food Establishment
31197,CHICAGO,Tavern
257014,CHICAGO,Limited Business License
417996,CHICAGO,Limited Business License
476841,CHICAGO,Limited Business License
329937,CHICAGO,Retail Food Establishment
460588,NORTHBROOK,Regulated Business License
251519,CHICAGO,Regulated Business License
457721,CHICAGO,Retail Food Establishment
418181,CHICAGO,Motor Vehicle Services License
345447,CHICAGO,Peddler License
382987,FREDERICKSBURG,Regulated Business License
363389,CHICAGO,Peddler License
10701,CHICAGO,Manufacturing Establishments
40501,CHICAGO,Regulated Business License
475995,CHICAGO,Children's Services Facility License
476842,CHICAGO,Limited Business License
382265,LAS VEGAS,Regulated Business License
460601,CHICAGO,Peddler License
417874,CHICAGO,Regulated Business License
476830,EVERGREEN PARK,Peddler License
476800,CHICAGO,Limited Business License
311927,CHICAGO,Limited Business License
276269,CHICAGO,Package Goods
344714,CHICAGO,Peddler License
382987,PHOENIX,Regulated Business License
285955,CHICAGO,Regulated Business License
399349,CHICAGO,Limited Business License
279945,CHICAGO,Retail Food Establishment
410086,CHICAGO,Consumption on Premises - Incidental Activity
63320,CHICAGO,Limited Business License
15287,CHICAGO,Filling Station
399336,CHICAGO,Limited Business License
383281,"LAGO SUR, BAJA",Regulated Business License
399360,CHICAGO,Retail Food Establishment
410203,CHICAGO,Public Place of Amusement
303959,CHICAGO,Retail Food Establishment
476224,CHICAGO,Retail Food Establishment
314741,CHICAGO,Limited Business License
309193,CHICAGO,Regulated Business License
470546,CHICAGO,Retail Food Establishment
382502,VALHALLA,Regulated Business License
476547,CHICAGO,Retail Food Establishment
476052,CHICAGO,Animal Care License
382503,VALHALLA,Regulated Business License
327762,CHICAGO,Limited Business License
410086,CHICAGO,Public Place of Amusement
3750,CHICAGO,Retail Food Establishment
363248,CHICAGO,Limited Business License
476456,CHICAGO,Retail Food Establishment
86659,CHICAGO,Consumption on Premises - Incidental Activity
382501,VALHALLA,Regulated Business License
284062,CHICAGO,Retail Food Establishment
217688,CHICAGO,Limited Business License
382242,DES PLAINES,Limited Business License
475631,CHICAGO,Regulated Business License
264103,CHICAGO,Retail Food Establishment
382227,CHICAGO,Peddler License
63319,CHICAGO,Package Goods
460019,CHICAGO,Motor Vehicle Services License
475963,CHICAGO,Retail Food Establishment
475396,CHICAGO,Regulated Business License
363439,CHICAGO,Limited Business License
382168,CHICAGO,Limited Business License
63343,CHICAGO,Package Goods
270312,CHICAGO,Limited Business License
383155,CHICAGO,Peddler License
251679,CHICAGO,Retail Food Establishment
460435,CHICAGO,Limited Business License
284062,CHICAGO,Filling Station
29794,CHICAGO,Limited Business License
418840,CHICAGO,Regulated Business License
418707,CHICAGO,Peddler License
52286,CHICAGO,Package Goods
399236,CHICAGO,Regulated Business License
85736,CHICAGO,Package Goods
39125,CHICAGO,Regulated Business License
379857,CHICAGO,Public Place of Amusement
418230,CHICAGO,Limited Business License
382498,VALHALLA,Regulated Business License
42218,CHICAGO,Regulated Business License
382497,PHOENIX,Regulated Business License
460023,CHICAGO,Limited Business License
460318,CHICAGO,Regulated Business License
460080,CHICAGO,Limited Business License
3750,CHICAGO,Not-For-Profit Club
476579,CHICAGO,Shared Housing Unit Operator
330090,CHICAGO,Limited Business License
36081,CHICAGO,Limited Business License
355752,CHICAGO,Retail Food Establishment
382500,TULSA,Regulated Business License
399748,MORTON GROVE,Regulated Business License
460598,CHICAGO,Limited Business License
27349,CHICAGO,Public Place of Amusement
382499,ROSEVILLE,Regulated Business License
355752,CHICAGO,Consumption on Premises - Incidental Activity
417464,CHICAGO,Regulated Business License
418335,CHICAGO,Peddler License
44161,CHICAGO,Regulated Business License
86659,CHICAGO,Retail Food Establishment
63320,CHICAGO,Package Goods
476802,CHICAGO,Shared Housing Unit Operator
344743,CHICAGO,Retail Food Establishment
15287,CHICAGO,Retail Food Establishment
383030,LOUISVILLE,Regulated Business License
460625,CHICAGO,Regulated Business License
418771,CHICAGO,Limited Business License
280053,CHICAGO,Limited Business License
418115,CHICAGO,Motor Vehicle Services License
383030,CORONA,Regulated Business License
383076,IRVING,Regulated Business License
383030,CHARLOTTE,Regulated Business License
399333,CHICAGO,Retail Food Establishment
290661,CHICAGO,Regulated Business License
269781,CHICAGO,Limited Business License
356431,CHICAGO,Limited Business License
284669,CHICAGO,Limited Business License
332486,CHICAGO,Limited Business License
52498,CHICAGO,Limited Business License
460221,CHICAGO,Regulated Business License
383077,EARTH CITY,Regulated Business License
383030,HOUSTON,Regulated Business License
383077,LOUISVILLE,Regulated Business License
418414,CHICAGO,Peddler License
424113,CHICAGO,Manufacturing Establishments
382786,ROSWELL,Regulated Business License
382381,ASHEVILLE,Regulated Business License
325632,CHICAGO,Limited Business License
382656,FARMINGTON HILLS,Regulated Business License
460188,CHICAGO,Regulated Business License
5351,ADDISON,Limited Business License
362588,CHICAGO,Retail Food Establishment
397441,CHICAGO,Consumption on Premises - Incidental Activity
25457,CHICAGO,Limited Business License
383030,COLUMBIA,Regulated Business License
222590,CHICAGO,Motor Vehicle Services License
383075,LOUISVILLE,Regulated Business License
397441,CHICAGO,Retail Food Establishment
418173,CHICAGO,Regulated Business License
382864,NORCROSS,Regulated Business License
398869,CHICAGO,Retail Food Establishment
382800,NEWBURGH,Regulated Business License
382120,CHICAGO,Limited Business License
417987,CHICAGO,Motor Vehicle Services License
345469,CHICAGO,Children's Services Facility License
53303,CHICAGO,Regulated Business License
319872,CHICAGO,Limited Business License
460062,CALUMET CITY,Peddler License
413748,CHICAGO,Limited Business License
388050,CHICAGO,Public Place of Amusement
53303,CHICAGO,Limited Business License
475970,CHICAGO,Retail Food Establishment
460373,CHICAGO,Limited Business License
456857,CHICAGO,Public Place of Amusement
253708,CHICAGO,Limited Business License
382945,NORTHRIDGE,Regulated Business License
456898,CHICAGO,Public Place of Amusement
346953,CHICAGO,Limited Business License
15870,CHICAGO,Retail Food Establishment
383207,CHICAGO,Limited Business License
245296,CHICAGO,Limited Business License
460102,CHICAGO,Regulated Business License
382968,BOCA RATON,Regulated Business License
347277,CHICAGO,Limited Business License
56128,CHICAGO,Limited Business License
460439,CHICAGO,Limited Business License
307292,CHICAGO,Limited Business License
475786,CHICAGO,Limited Business License
417957,CHICAGO,Limited Business License
399185,CHICAGO,Retail Food Establishment
267782,CHICAGO,Outdoor Patio
267782,CHICAGO,Retail Food Establishment
25022,CHICAGO,Limited Business License
460014,CHICAGO,Limited Business License
476402,CHICAGO,Peddler License
383030,ST. LOUIS,Regulated Business License
360656,CHICAGO,Retail Food Establishment
267782,CHICAGO,Consumption on Premises - Incidental Activity
459426,CHICAGO,Retail Food Establishment
244144,CHICAGO,Retail Food Establishment
458682,CHICAGO,Retail Food Establishment
50673,CHICAGO,Limited Business License
383272,CHICAGO,Limited Business License
406126,CHICAGO,Consumption on Premises - Incidental Activity
347001,CHICAGO,Limited Business License
418995,WINFIELD,Regulated Business License
347001,CHICAGO,Limited Business License
417859,CHICAGO,Retail Food Establishment
347001,CHICAGO,Limited Business License
347001,CHICAGO,Limited Business License
347001,CHICAGO,Limited Business License
85971,CHICAGO,Commercial Garage
460572,PLAINFIELD,Regulated Business License
88709,CHICAGO,Tavern
460324,CHICAGO,Limited Business License
406126,CHICAGO,Retail Food Establishment
347001,CHICAGO,Limited Business License
222736,CHICAGO,Regulated Business License
398852,CHICAGO,Retail Food Establishment
379920,CHICAGO,Public Place of Amusement
347001,CHICAGO,Limited Business License
85971,CHICAGO,Consumption on Premises - Incidental Activity
383268,PLAINFIELD,Limited Business License
299507,CHICAGO,Retail Food Establishment
27115,CHICAGO,Public Place of Amusement
4522,CHICAGO,Retail Food Establishment
4504,CHICAGO,Public Place of Amusement
347001,CHICAGO,Limited Business License
347001,CHICAGO,Limited Business License
475786,CHICAGO,Limited Business License
475786,CHICAGO,Limited Business License
430901,CHICAGO,Package Goods
459249,CHICAGO,Motor Vehicle Services License
5242,CHICAGO,Retail Food Establishment
418048,CHICAGO,Limited Business License
379627,CHICAGO,Retail Food Establishment
312658,CHICAGO,Public Place of Amusement
475786,CHICAGO,Limited Business License
418771,CHICAGO,Limited Business License
476608,CHICAGO,Limited Business License
330917,CHICAGO,Limited Business License
382695,CHICAGO,Caterer's Liquor License
336388,CHICAGO,Children's Services Facility License
460629,CHICAGO,Limited Business License
214704,CHICAGO,Retail Food Establishment
290809,CHICAGO,Limited Business License
169,CHICAGO,Public Place of Amusement
458309,CHICAGO,Retail Food Establishment
340617,CHICAGO,Limited Business License
24530,CHICAGO,Limited Business License
459180,CHICAGO,Retail Food Establishment
382423,ENGLEWOOD,Regulated Business License
378361,CHICAGO,Consumption on Premises - Incidental Activity
378361,CHICAGO,Retail Food Establishment
311865,CHICAGO,Retail Food Establishment
476787,CHICAGO,Regulated Business License
33506,CHICAGO,Motor Vehicle Services License
460031,CHICAGO,Limited Business License
399400,CHICAGO,Limited Business License
459891,CHICAGO,Retail Food Establishment
64999,CHICAGO,Limited Business License
418178,CHICAGO,Limited Business License
412122,CHICAGO,Public Place of Amusement
382943,COPPERAS COVE,Regulated Business License
382133,CHICAGO,Secondhand Dealer
362178,CHICAGO,Children's Services Facility License
460477,CHICAGO,Limited Business License
383274,EVANSVILLE,Regulated Business License
382943,HOUSTON,Regulated Business License
382943,OKLAHOMA CITY,Regulated Business License
382943,SAN ANTONIO,Regulated Business License
254636,CHICAGO,Limited Business License
382943,KNOXVILLE,Regulated Business License
460477,CHICAGO,Limited Business License
364068,CHICAGO,Regulated Business License
382943,ELGIN,Regulated Business License
382943,TUCSON,Regulated Business License
382943,SAN DIEGO,Regulated Business License
397455,CHICAGO,Regulated Business License
302881,CHICAGO,Late Hour
10219,CHICAGO,Commercial Garage
302881,CHICAGO,Tavern
349734,NORTHLAKE,Regulated Business License
211120,CHICAGO,Motor Vehicle Services License
382684,GLENDALE,Regulated Business License
460676,CHICAGO,Limited Business License
10219,CHICAGO,Commercial Garage
10219,CHICAGO,Commercial Garage
6597,CHICAGO,Retail Food Establishment
10219,CHICAGO,Commercial Garage
349734,NORTHLAKE,Limited Business License
6597,CHICAGO,Package Goods
10219,CHICAGO,Commercial Garage
416612,CHICAGO,Regulated Business License
85886,CHICAGO,Retail Food Establishment
382839,CINCINNATI,Regulated Business License
85886,CHICAGO,Limited Business License
85886,CHICAGO,Limited Business License
85886,CHICAGO,Limited Business License
85886,CHICAGO,Limited Business License
118,CHICAGO,Public Place of Amusement
85886,CHICAGO,Limited Business License
87993,CHICAGO,Limited Business License
271687,CHICAGO,Limited Business License
85886,CHICAGO,Limited Business License
378361,CHICAGO,Public Place of Amusement
209372,HOMEWOOD,Regulated Business License
85886,CHICAGO,Limited Business License
398773,CHICAGO,Retail Food Establishment
85886,CHICAGO,Limited Business License
249703,CHICAGO,Public Place of Amusement
85886,CHICAGO,Limited Business License
460367,CHICAGO,Limited Business License
85886,CHICAGO,Limited Business License
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
415803,CHICAGO,Regulated Business License
324325,CHICAGO,Commercial Garage
69723,CHICAGO,Retail Food Establishment
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
69723,CHICAGO,Consumption on Premises - Incidental Activity
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
323988,CHICAGO,Retail Food Establishment
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
323988,CHICAGO,Outdoor Patio
323988,CHICAGO,Consumption on Premises - Incidental Activity
324325,CHICAGO,Commercial Garage
382423,ENGLEWOOD,Regulated Business License
324325,CHICAGO,Commercial Garage
414071,CHICAGO,Retail Food Establishment
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
418280,CHICAGO,Peddler License
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Limited Business License
324325,CHICAGO,Commercial Garage
414071,CHICAGO,Filling Station
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
399280,CHICAGO,Limited Business License
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
324325,CHICAGO,Commercial Garage
59598,CHICAGO,Limited Business License
24760,CHICAGO,Children's Services Facility License
