acc,city,licence
368827,CHICAGO,Regulated Business License
368450,CHICAGO,Regulated Business License
348014,CHICAGO,Motor Vehicle Services License
367395,CHICAGO,Limited Business License
19499,CHICAGO,Retail Food Establishment
202009,CHICAGO,Retail Food Establishment
338736,CHICAGO,Manufacturing Establishments
403073,CHICAGO,Limited Business License
403227,CHICAGO,Limited Business License
403400,CHICAGO,Limited Business License
465144,CHICAGO,Regulated Business License
463612,CHICAGO,Limited Business License
322762,CHICAGO,Limited Business License
465337,CHICAGO,Retail Food Establishment
81805,CHICAGO,Limited Business License
323169,CHICAGO,Retail Food Establishment
317264,CHICAGO,Retail Food Establishment
366146,CHICAGO,Wholesale Food Establishment
403538,CHICAGO,Limited Business License
393820,CHICAGO,Consumption on Premises - Incidental Activity
1784,CHICAGO,Limited Business License
456153,CHICAGO,Tavern
423722,CHICAGO,Retail Food Establishment
349337,CHICAGO,Limited Business License
217111,CHICAGO,Retail Food Establishment
424348,CHICAGO,Regulated Business License
387381,CHICAGO,Regulated Business License
36961,CHICAGO,Regulated Business License
251246,CHICAGO,Filling Station
27550,CHICAGO,Manufacturing Establishments
388143,CHICAGO,Shared Kitchen User (Long Term)
309117,CHICAGO,Regulated Business License
9165,CHICAGO,Package Goods
268757,CHICAGO,Regulated Business License
386964,CHICAGO,Limited Business License
6713,CHICAGO,Retail Food Establishment
387116,CHICAGO,Regulated Business License
465169,CHICAGO,Retail Food Establishment
424282,BOCA RATON,Regulated Business License
424056,CHICAGO,Regulated Business License
4762,CHICAGO,Retail Food Establishment
6505,CHICAGO,Limited Business License
30950,CHICAGO,Regulated Business License
273570,OAK FOREST,Peddler License
387320,ST. LOUIS,Regulated Business License
201092,CHICAGO,Limited Business License
368839,CHICAGO,Limited Business License
209954,CHICAGO,Consumption on Premises - Incidental Activity
24895,CHICAGO,Motor Vehicle Services License
368913,CHICAGO,Limited Business License
32913,CHICAGO,Limited Business License
465477,CHICAGO,Regulated Business License
46922,CHICAGO,Limited Business License
5273,CHICAGO,Package Goods
317918,CHICAGO,Limited Business License
423915,CHICAGO,Limited Business License
15292,CHICAGO,Limited Business License
465442,CHICAGO,Limited Business License
5273,CHICAGO,Retail Food Establishment
24279,CHICAGO,Limited Business License
465507,MORTON GROVE,Regulated Business License
257008,CHICAGO,Tobacco
5273,CHICAGO,Package Goods
4762,CHICAGO,Retail Food Establishment
304484,CHICAGO,Limited Business License
217111,CHICAGO,Filling Station
465237,CHICAGO,Limited Business License
292766,CHICAGO,Limited Business License
2780,CHICAGO,Filling Station
286930,CHICAGO,Limited Business License
348170,CHICAGO,Retail Food Establishment
82001,CHICAGO,Limited Business License
424262,CHICAGO,Regulated Business License
11199,CHICAGO,Limited Business License
376407,CHICAGO,Tobacco
273754,CHICAGO,Manufacturing Establishments
325369,CHICAGO,Limited Business License
208691,CHICAGO,Limited Business License
27927,CHICAGO,Tavern
29293,CHICAGO,Limited Business License
34997,CHICAGO,Secondhand Dealer
288854,NORRIDGE,Regulated Business License
388148,CHICAGO,Consumption on Premises - Incidental Activity
286528,CHICAGO,Retail Food Establishment
313877,CHICAGO,Manufacturing Establishments
312040,CHICAGO,Limited Business License
5273,CHICAGO,Retail Food Establishment
368378,CHICAGO,Retail Food Establishment
86660,CHICAGO,Retail Food Establishment
368236,CHICAGO,Retail Food Establishment
464775,CHICAGO,Retail Food Establishment
401375,CHICAGO,Retail Food Establishment
400037,CHICAGO,Children's Services Facility License
5273,CHICAGO,Retail Food Establishment
423670,CHICAGO,Retail Food Establishment
367395,CHICAGO,Limited Business License
465681,CHICAGO,Regulated Business License
217677,CHICAGO,Regulated Business License
403455,CHICAGO,Limited Business License
5273,CHICAGO,Package Goods
5273,CHICAGO,Retail Food Establishment
464369,CHICAGO,Limited Business License
387238,CHICAGO,Peddler License
424778,CHICAGO,Limited Business License
258473,CHICAGO,Wholesale Food Establishment
367681,CHICAGO,Limited Business License
55597,CHICAGO,Limited Business License
81594,CHICAGO,Tavern
423392,CHICAGO,Limited Business License
16200,CHICAGO,Limited Business License
368737,CHICAGO,Limited Business License
64981,OAKBROOK,Tobacco
64981,BEDFORD PARK,Tobacco
64981,CHICAGO,Tobacco
64981,BLOOMINGDALE,Tobacco
472094,CHICAGO,Tobacco
40654,CHICAGO,Secondhand Dealer
349415,CHICAGO,Limited Business License
3857,CHICAGO,Package Goods
334879,CHICAGO,Limited Business License
314633,CHICAGO,Regulated Business License
86626,CHICAGO,Manufacturing Establishments
25284,CHICAGO,Limited Business License
456834,CHICAGO,Consumption on Premises - Incidental Activity
218420,CHICAGO,Limited Business License
406670,CHICAGO,Consumption on Premises - Incidental Activity
258442,CHICAGO,Retail Food Establishment
387540,CHICAGO,Limited Business License
325369,CHICAGO,Limited Business License
286510,CHICAGO,Wholesale Food Establishment
366934,CHICAGO,Retail Food Establishment
3158,CHICAGO,Wholesale Food Establishment
305821,CHICAGO,Motor Vehicle Services License
387479,CHICAGO,Limited Business License
5273,CHICAGO,Retail Food Establishment
16200,CHICAGO,Limited Business License
461567,CHICAGO,Mobile Food License
463842,CHICAGO,Tobacco
424308,CHICAGO,Limited Business License
257649,CHICAGO,Limited Business License
419586,CHICAGO,Retail Food Establishment
387387,CHICAGO,Limited Business License
387161,CHICAGO,Limited Business License
243439,CHICAGO,Limited Business License
251246,CHICAGO,Filling Station
309797,CHICAGO,Limited Business License
387082,CHICAGO,Limited Business License
368839,CHICAGO,Limited Business License
25088,CHICAGO,Manufacturing Establishments
325748,CHICAGO,Peddler License
5273,CHICAGO,Retail Food Establishment
423859,CHICAGO,Motor Vehicle Services License
290202,CHICAGO,Limited Business License
39056,CHICAGO,Limited Business License
454519,CHICAGO,Retail Food Establishment
5273,CHICAGO,Retail Food Establishment
368651,CHICAGO,Limited Business License
26168,CHICAGO,Limited Business License
463898,CHICAGO,Retail Food Establishment
29485,CHICAGO,Regulated Business License
367480,CHICAGO,Retail Food Establishment
4279,CHICAGO,Retail Food Establishment
362835,CHICAGO,Children's Services Facility License
465333,NAPERVILLE,Regulated Business License
368996,OAK LAWN,Regulated Business License
387553,CHICAGO,Limited Business License
315470,CHICAGO,Limited Business License
402890,CHICAGO,Retail Food Establishment
465605,CHICAGO,Limited Business License
6713,CHICAGO,Retail Food Establishment
45382,CHICAGO,Limited Business License
344185,CHICAGO,Children's Services Facility License
5273,CHICAGO,Retail Food Establishment
252340,CHICAGO,Limited Business License
461257,CHICAGO,Retail Food Establishment
460350,CHICAGO,Outdoor Patio
272912,CHICAGO,Regulated Business License
465583,CHICAGO,Regulated Business License
199,CHICAGO,Tavern
402966,CHICAGO,Retail Food Establishment
301796,CHICAGO,Limited Business License
253173,CHICAGO,Limited Business License
325633,CHICAGO,Retail Food Establishment
29637,CHICAGO,Limited Business License
387534,MELVILLE,Regulated Business License
253220,CHICAGO,Regulated Business License
421686,CHICAGO,Wholesale Food Establishment
465091,CHICAGO,Limited Business License
40390,CHICAGO,Wholesale Food Establishment
424340,CHICAGO,Regulated Business License
310355,CHICAGO,Limited Business License
229747,CHICAGO,Retail Food Establishment
315265,CHICAGO,Limited Business License
457686,CHICAGO,Retail Food Establishment
368480,CHICAGO,Limited Business License
380161,MORTON GROVE,Regulated Business License
464875,CHICAGO,Retail Food Establishment
3086,CHICAGO,Retail Food Establishment
403152,CHICAGO,Limited Business License
24027,CHICAGO,Tavern
350044,AVON,Limited Business License
16200,CHICAGO,Limited Business License
44375,CHICAGO,Motor Vehicle Services License
309653,CHICAGO,Limited Business License
465614,CHICAGO,Retail Food Establishment
403520,CHICAGO,Limited Business License
4617,CHICAGO,Wholesale Food Establishment
367979,CHICAGO,Retail Food Establishment
367395,CHICAGO,Limited Business License
403190,CHICAGO,Regulated Business License
465111,CHICAGO,Retail Food Establishment
422813,CHICAGO,Retail Food Establishment
31319,CHICAGO,Retail Food Establishment
326165,CHICAGO,Limited Business License
4569,CHICAGO,Wholesale Food Establishment
465611,CHICAGO,Regulated Business License
367395,CHICAGO,Limited Business License
8003,CHICAGO,Limited Business License
339787,CHICAGO,Limited Business License
214749,CHICAGO,Manufacturing Establishments
402280,CHICAGO,Regulated Business License
280867,CHICAGO,Retail Food Establishment
424233,CHICAGO,Regulated Business License
423858,CHICAGO,Regulated Business License
27892,CHICAGO,Tavern
248799,CHICAGO,Retail Food Establishment
387153,CHICAGO,Retail Food Establishment
350212,CHICAGO,Regulated Business License
465142,CHICAGO,Retail Food Establishment
46303,CHICAGO,Limited Business License
47118,CHICAGO,Limited Business License
325799,CHICAGO,Regulated Business License
379854,CHICAGO,Retail Food Establishment
67717,CHICAGO,Limited Business License
387333,CHICAGO,Filling Station
301309,CHICAGO,Limited Business License
385049,CHICAGO,Consumption on Premises - Incidental Activity
403174,CHICAGO,Regulated Business License
37224,CHICAGO,Limited Business License
367395,CHICAGO,Limited Business License
402457,CHICAGO,Children's Services Facility License
51295,CHICAGO,Motor Vehicle Services License
422778,CHICAGO,Limited Business License
366023,CHICAGO,Retail Food Establishment
3861,CHICAGO,Consumption on Premises - Incidental Activity
342443,CHICAGO,Motor Vehicle Services License
403243,CHICAGO,Limited Business License
89047,CHICAGO,Consumption on Premises - Incidental Activity
42501,CHICAGO,Limited Business License
325369,CHICAGO,Limited Business License
340517,CHICAGO,Retail Food Establishment
465422,CHICAGO,Limited Business License
32839,CHICAGO,Motor Vehicle Services License
292862,CHICAGO,Limited Business License
399868,CHICAGO,Tavern
341811,CHICAGO,Limited Business License
424261,CHICAGO,Limited Business License
465327,CHICAGO,Limited Business License
27790,CHICAGO,Wholesale Food Establishment
380161,MORTON GROVE,Regulated Business License
6267,CHICAGO,Tavern
465198,CHICAGO,Regulated Business License
49826,CHICAGO,Limited Business License
274722,CHICAGO,Regulated Business License
456834,CHICAGO,Package Goods
27959,CHICAGO,Limited Business License
464771,CHICAGO,Retail Food Establishment
465557,LONG BEACH,Peddler License
349415,CHICAGO,Limited Business License
22613,CHICAGO,Retail Food Establishment
81421,CHICAGO,Limited Business License
460350,CHICAGO,Caterer's Liquor License
47,CHICAGO,Package Goods
31525,CHICAGO,Motor Vehicle Services License
402885,CHICAGO,Regulated Business License
263259,CHICAGO,Limited Business License
212752,CHICAGO,Retail Food Establishment
36653,CHICAGO,Limited Business License
298262,CHICAGO,Limited Business License
351078,CHICAGO,Limited Business License
465250,CHICAGO,Limited Business License
465223,ST CHARLES,Regulated Business License
263259,CHICAGO,Limited Business License
472085,CHICAGO,Tobacco
267057,CHICAGO,Limited Business License
309456,CHICAGO,Regulated Business License
258904,CHICAGO,Limited Business License
388148,CHICAGO,Retail Food Establishment
356629,CHICAGO,Manufacturing Establishments
387162,LENEXA,Regulated Business License
34652,CHICAGO,Limited Business License
417399,CHICAGO,Tobacco
465685,CHICAGO,Regulated Business License
418027,CHICAGO,Tavern
6716,CHICAGO,Limited Business License
332312,CHICAGO,Retail Food Establishment
367395,CHICAGO,Limited Business License
465048,CHICAGO,Limited Business License
423892,CHICAGO,Retail Food Establishment
368994,CHICAGO,Limited Business License
459927,CHICAGO,Motor Vehicle Services License
49610,CHICAGO,Limited Business License
51625,CHICAGO,Limited Business License
67258,CHICAGO,Limited Business License
465550,CHICAGO,Limited Business License
49826,CHICAGO,Limited Business License
30128,CHICAGO,Limited Business License
25385,CHICAGO,Limited Business License
59486,CHICAGO,Limited Business License
368740,CHICAGO,Regulated Business License
37070,CHICAGO,Limited Business License
8729,CHICAGO,Retail Food Establishment
33083,CHICAGO,Manufacturing Establishments
396052,CHICAGO,Motor Vehicle Services License
465558,CHICAGO,Limited Business License
423967,CHICAGO,Limited Business License
334153,CHICAGO,Retail Food Establishment
325369,CHICAGO,Limited Business License
409680,CHICAGO,Consumption on Premises - Incidental Activity
465172,CHICAGO,Regulated Business License
387293,CHICAGO,Limited Business License
34987,CHICAGO,Limited Business License
290056,CHICAGO,Limited Business License
461309,CHICAGO,Consumption on Premises - Incidental Activity
21385,CHICAGO,Retail Food Establishment
421604,CHICAGO,Tavern
309723,CHICAGO,Limited Business License
423899,CHICAGO,Regulated Business License
6694,CHICAGO,Retail Food Establishment
314017,CHICAGO,Limited Business License
35343,CHICAGO,Tavern
368721,CHICAGO,Regulated Business License
5273,CHICAGO,Package Goods
368585,CHICAGO,Limited Business License
214421,CHICAGO,Consumption on Premises - Incidental Activity
26167,CHICAGO,Pawnbroker
402720,CHICAGO,Retail Food Establishment
333140,CHICAGO,Limited Business License
325886,ARLINGTON HEIGHTS,Regulated Business License
464809,CHICAGO,Retail Food Establishment
462400,CHICAGO,Retail Food Establishment
5273,CHICAGO,Package Goods
465220,CHICAGO,Limited Business License
403151,CHICAGO,Regulated Business License
308893,CHICAGO,Retail Food Establishment
368232,CHICAGO,Regulated Business License
5273,CHICAGO,Retail Food Establishment
424284,CHICAGO,Limited Business License
324992,CHICAGO,Retail Food Establishment
350049,FREEPORT,Limited Business License
309315,CHICAGO,Limited Business License
18638,CHICAGO,Regulated Business License
257008,CHICAGO,Retail Food Establishment
259460,CHICAGO,Tavern
307913,CHICAGO,Filling Station
402883,OAK LAWN,Regulated Business License
31628,CHICAGO,Music and Dance
27959,CHICAGO,Limited Business License
49338,CHICAGO,Limited Business License
207077,CHICAGO,Manufacturing Establishments
19645,CHICAGO,Limited Business License
368417,CHICAGO,Manufacturing Establishments
27084,CHICAGO,Tavern
394729,CHICAGO,Retail Food Establishment
124,CHICAGO,Retail Food Establishment
410966,CHICAGO,Children's Services Facility License
465528,CHICAGO,Limited Business License
332312,CHICAGO,Retail Food Establishment
406670,CHICAGO,Retail Food Establishment
426009,CHICAGO,Retail Food Establishment
221805,CHICAGO,Wholesale Food Establishment
350043,CHICAGO,Limited Business License
347187,CHICAGO,Motor Vehicle Services License
308667,CHICAGO,Tavern
310541,CHICAGO,Regulated Business License
423857,CHICAGO,Limited Business License
358126,CHICAGO,Retail Food Establishment
472132,CHICAGO,Tobacco
402536,CHICAGO,Filling Station
465719,CHICAGO,Limited Business License
53208,CHICAGO,Limited Business License
402935,CHICAGO,Manufacturing Establishments
465392,CHICAGO,Limited Business License
463457,CHICAGO,Limited Business License
4762,CHICAGO,Consumption on Premises - Incidental Activity
465048,CHICAGO,Limited Business License
4279,CHICAGO,Outdoor Patio
6299,CHICAGO,Limited Business License
5273,CHICAGO,Package Goods
465137,CHICAGO,Limited Business License
386304,CHICAGO,Consumption on Premises - Incidental Activity
341374,CHICAGO,Consumption on Premises - Incidental Activity
14605,CHICAGO,Retail Food Establishment
368758,CHICAGO,Limited Business License
348248,CHICAGO,Tobacco
5283,CHICAGO,Retail Food Establishment
367395,CHICAGO,Limited Business License
417130,CHICAGO,Retail Food Establishment
257649,CHICAGO,Limited Business License
334050,CHICAGO,Regulated Business License
402932,CHICAGO,Retail Food Establishment
404275,CHICAGO,Regulated Business License
387333,CHICAGO,Motor Vehicle Services License
367395,CHICAGO,Limited Business License
401548,CHICAGO,Consumption on Premises - Incidental Activity
5273,CHICAGO,Package Goods
465606,CHICAGO,Regulated Business License
424135,CHICAGO,Limited Business License
242722,CHICAGO,Regulated Business License
30014,CHICAGO,Limited Business License
35793,CHICAGO,Manufacturing Establishments
423685,CHICAGO,Retail Food Establishment
278975,CHICAGO,Limited Business License
430321,CHICAGO,Tobacco
430328,CHICAGO,Tobacco
401000,CHICAGO,Retail Food Establishment
386900,CHICAGO,Retail Food Establishment
387377,CHICAGO,Limited Business License
459602,CHICAGO,Package Goods
387296,CHICAGO,Limited Business License
465129,CHICAGO,Regulated Business License
465391,CHICAGO,Limited Business License
402699,CHICAGO,Filling Station
15170,CHICAGO,Limited Business License
423075,CHICAGO,Retail Food Establishment
471875,CHICAGO,Tobacco
367395,CHICAGO,Limited Business License
415568,CHICAGO,Motor Vehicle Services License
388148,CHICAGO,Food - Shared Kitchen - Supplemental
86593,CHICAGO,Retail Food Establishment
403014,CHICAGO,Food - Shared Kitchen - Supplemental
3861,CHICAGO,Retail Food Establishment
424135,CHICAGO,Limited Business License
386872,CHICAGO,Regulated Business License
368857,CHICAGO,Limited Business License
31328,CHICAGO,Regulated Business License
46596,CHICAGO,Limited Business License
14190,CHICAGO,Music and Dance
409233,CHICAGO,Public Place of Amusement
464272,CHICAGO,Limited Business License
25855,CHICAGO,Limited Business License
24806,CHICAGO,Wholesale Food Establishment
27167,CHICAGO,Limited Business License
388143,CHICAGO,Outdoor Patio
387058,CHICAGO,Limited Business License
388052,CHICAGO,Tavern
218953,CHICAGO,Retail Food Establishment
472674,CHICAGO,Tobacco
19164,CHICAGO,Retail Food Establishment
311488,CHICAGO,Package Goods
3247,CHICAGO,Wholesale Food Establishment
242848,CHICAGO,Retail Food Establishment
368770,CHICAGO,Limited Business License
258442,CHICAGO,Consumption on Premises - Incidental Activity
290040,CHICAGO,Limited Business License
56396,CHICAGO,Limited Business License
260142,CHICAGO,Limited Business License
424325,CHICAGO,Limited Business License
349985,CHICAGO,Commercial Garage
337006,CHICAGO,Tavern
341536,CHICAGO,Retail Food Establishment
19645,CHICAGO,Limited Business License
52539,CHICAGO,Limited Business License
388143,CHICAGO,Public Place of Amusement
213330,CHICAGO,Consumption on Premises - Incidental Activity
322762,CHICAGO,Limited Business License
464822,CHICAGO,Regulated Business License
387083,CHICAGO,Limited Business License
465328,CHICAGO,Regulated Business License
29430,CHICAGO,Limited Business License
5273,CHICAGO,Retail Food Establishment
34372,CHICAGO,Motor Vehicle Services License
402528,CHICAGO,Regulated Business License
16490,CHICAGO,Limited Business License
465450,CHICAGO,Regulated Business License
138,CHICAGO,Retail Food Establishment
423991,CHICAGO,Retail Food Establishment
423991,CHICAGO,Consumption on Premises - Incidental Activity
401548,CHICAGO,Retail Food Establishment
362115,CHICAGO,Limited Business License
394686,CHICAGO,Children's Services Facility License
31413,CHICAGO,Regulated Business License
257649,CHICAGO,Limited Business License
302480,CHICAGO,Regulated Business License
86525,CHICAGO,Wholesale Food Establishment
8456,CHICAGO,Limited Business License
465642,CHICAGO,Limited Business License
276415,CHICAGO,Retail Food Establishment
462293,CHICAGO,Retail Food Establishment
402871,CHICAGO,Limited Business License
465257,CHICAGO,Limited Business License
4541,CHICAGO,Regulated Business License
27660,CHICAGO,Limited Business License
423662,CHICAGO,Retail Food Establishment
464949,CHICAGO,Retail Food Establishment
403247,CHICAGO,Regulated Business License
271032,CHICAGO,Limited Business License
280941,CHICAGO,Limited Business License
387152,CHICAGO,Retail Food Establishment
465744,CHICAGO,Regulated Business License
423966,CHICAGO,Limited Business License
35234,CHICAGO,Tavern
14190,CHICAGO,Tavern
463237,CHICAGO,Package Goods
286333,CHICAGO,Tobacco
422813,CHICAGO,Retail Food Establishment
286332,CHICAGO,Tobacco
310129,CHICAGO,Tobacco
86525,CHICAGO,Wholesale Food Establishment
31319,CHICAGO,Retail Food Establishment
349704,CHICAGO,Limited Business License
424234,CHICAGO,Regulated Business License
5273,CHICAGO,Retail Food Establishment
36934,CHICAGO,Limited Business License
337308,CHICAGO,Commercial Garage
28545,CHICAGO,Regulated Business License
89047,CHICAGO,Retail Food Establishment
274273,CHICAGO,Regulated Business License
465323,PHOENIX,Regulated Business License
5273,CHICAGO,Retail Food Establishment
14605,CHICAGO,Consumption on Premises - Incidental Activity
20720,CHICAGO,Manufacturing Establishments
387144,CHICAGO,Limited Business License
423939,CHICAGO,Limited Business License
45046,CHICAGO,Retail Food Establishment
344725,CHICAGO,Limited Business License
464291,CHICAGO,Regulated Business License
399868,CHICAGO,Public Place of Amusement
309527,CHICAGO,Limited Business License
32597,CHICAGO,Manufacturing Establishments
42322,CHICAGO,Motor Vehicle Services License
209954,CHICAGO,Retail Food Establishment
417182,CHICAGO,Regulated Business License
18015,CHICAGO,Tavern
26680,CHICAGO,Limited Business License
86621,CHICAGO,Limited Business License
28027,CHICAGO,Tavern
465462,CHICAGO,Regulated Business License
221860,CHICAGO,Retail Food Establishment
423845,CHICAGO,Limited Business License
465228,CHICAGO,Regulated Business License
345838,CHICAGO,Limited Business License
20704,CHICAGO,Retail Food Establishment
242848,CHICAGO,Retail Food Establishment
368987,CHICAGO,Limited Business License
368878,CHICAGO,Limited Business License
465342,CHICAGO,Limited Business License
85496,CHICAGO,Limited Business License
31629,CHICAGO,Tavern
403308,CHICAGO,Retail Food Establishment
81006,CHICAGO,Regulated Business License
455461,CHICAGO,Children's Services Facility License
34002,CHICAGO,Limited Business License
215914,CHICAGO,Limited Business License
367975,CHICAGO,Regulated Business License
456868,CHICAGO,Package Goods
460350,CHICAGO,Retail Food Establishment
272912,CHICAGO,Wholesale Food Establishment
322809,CHICAGO,Public Place of Amusement
322809,CHICAGO,Consumption on Premises - Incidental Activity
422483,CHICAGO,Limited Business License
351365,CHICAGO,Limited Business License
465250,CHICAGO,Retail Food Establishment
14190,CHICAGO,Late Hour
332794,CHICAGO,Limited Business License
24880,CHICAGO,Motor Vehicle Services License
423764,CHICAGO,Retail Food Establishment
367395,CHICAGO,Limited Business License
11772,CHICAGO,Regulated Business License
271893,CHICAGO,Retail Food Establishment
403377,CHICAGO,Limited Business License
213823,CHICAGO,Retail Food Establishment
464819,CHICAGO,Food - Shared Kitchen
292686,CHICAGO,Regulated Business License
59579,CHICAGO,Limited Business License
418027,CHICAGO,Retail Food Establishment
368975,CHICAGO,Limited Business License
21097,CHICAGO,Retail Food Establishment
29701,CHICAGO,Limited Business License
206224,CHICAGO,Raffles
314119,CHICAGO,Filling Station
465508,CHICAGO,Limited Business License
321035,CHICAGO,Limited Business License
403473,CHICAGO,Consumption on Premises - Incidental Activity
207576,CHICAGO,Public Place of Amusement
349081,CHICAGO,Limited Business License
13769,CHICAGO,Limited Business License
207077,CHICAGO,Regulated Business License
367395,CHICAGO,Limited Business License
22613,CHICAGO,Filling Station
18959,CHICAGO,Retail Food Establishment
367395,CHICAGO,Limited Business License
464477,CHICAGO,Retail Food Establishment
15782,CHICAGO,Retail Food Establishment
290489,CHICAGO,Consumption on Premises - Incidental Activity
5273,CHICAGO,Retail Food Establishment
321774,CHICAGO,Limited Business License
317230,CHICAGO,Regulated Business License
7790,CHICAGO,Limited Business License
367213,CHICAGO,Children's Services Facility License
229714,CHICAGO,Retail Food Establishment
15782,CHICAGO,Consumption on Premises - Incidental Activity
402681,CHICAGO,Retail Food Establishment
367395,CHICAGO,Limited Business License
45129,HARWOOD HEIGHTS,Regulated Business License
5273,CHICAGO,Retail Food Establishment
343712,CHICAGO,Limited Business License
429916,CHICAGO,Consumption on Premises - Incidental Activity
349002,CHICAGO,Retail Food Establishment
272912,CHICAGO,Regulated Business License
242877,CHICAGO,Limited Business License
465439,CHICAGO,Regulated Business License
342086,CHICAGO,Retail Food Establishment
255271,CHICAGO,Commercial Garage
39941,CHICAGO,Wholesale Food Establishment
403425,CHICAGO,Limited Business License
368469,CHICAGO,Limited Business License
423616,CHICAGO,Limited Business License
276415,CHICAGO,Tavern
286107,CHICAGO,Regulated Business License
17125,CHICAGO,Limited Business License
268757,CHICAGO,Wholesale Food Establishment
6713,CHICAGO,Retail Food Establishment
456939,CHICAGO,Consumption on Premises - Incidental Activity
403158,CHICAGO,Regulated Business License
124,CHICAGO,Tavern
27035,CHICAGO,Motor Vehicle Services License
3249,CHICAGO,Food - Shared Kitchen - Supplemental
302112,CHICAGO,Limited Business License
402097,CHICAGO,Retail Food Establishment
5273,CHICAGO,Retail Food Establishment
14804,CHICAGO,Package Goods
465627,CHICAGO,Limited Business License
36093,CHICAGO,Limited Business License
385392,CHICAGO,Regulated Business License
402475,CHICAGO,Filling Station
465353,CHICAGO,Peddler License
368839,CHICAGO,Limited Business License
367395,CHICAGO,Limited Business License
464144,CHICAGO,Retail Food Establishment
327526,CHICAGO RIDGE,Regulated Business License
32542,CHICAGO,Regulated Business License
464581,CHICAGO,Retail Food Establishment
424291,CHICAGO,Limited Business License
11050,CHICAGO,Retail Food Establishment
243005,CHICAGO,Retail Food Establishment
59352,CHICAGO,Regulated Business License
424109,CHICAGO,Regulated Business License
465334,OAK PARK,Peddler License
33110,CHICAGO,Retail Food Establishment
421604,CHICAGO,Public Place of Amusement
8729,CHICAGO,Package Goods
305821,CHICAGO,Motor Vehicle Services License
25169,CHICAGO,Motor Vehicle Services License
432985,ELMHURST,Pharmaceutical Representative
368541,CHICAGO,Limited Business License
422597,CHICAGO,Retail Food Establishment
380161,MORTON GROVE,Regulated Business License
208104,CHICAGO,Limited Business License
423969,CHICAGO,Regulated Business License
42372,CHICAGO,Wholesale Food Establishment
259043,CHICAGO,Tavern
30042,CHICAGO,Limited Business License
254051,CHICAGO,Motor Vehicle Services License
29980,CHICAGO,Manufacturing Establishments
15882,CHICAGO,Retail Food Establishment
26399,CHICAGO,Wholesale Food Establishment
386785,CHICAGO,Limited Business License
35320,CHICAGO,Limited Business License
214421,CHICAGO,Retail Food Establishment
245992,CHICAGO,Limited Business License
401633,CHICAGO,Filling Station
9165,CHICAGO,Retail Food Establishment
387540,CHICAGO,Limited Business License
416101,CHICAGO,Retail Food Establishment
3740,CHICAGO,Consumption on Premises - Incidental Activity
365688,CHICAGO,Children's Services Facility License
463703,CHICAGO,Regulated Business License
386970,CHICAGO,Retail Food Establishment
422813,CHICAGO,Retail Food Establishment
6516,CHICAGO,Tavern
6713,CHICAGO,Retail Food Establishment
465650,CHICAGO,Limited Business License
326080,CHICAGO,Regulated Business License
387359,CHICAGO,Limited Business License
368591,CHICAGO,Limited Business License
460459,CHICAGO,Food - Shared Kitchen - Supplemental
280542,CHICAGO,Limited Business License
465350,CHICAGO,Regulated Business License
311488,CHICAGO,Retail Food Establishment
293736,CHICAGO,Motor Vehicle Services License
89047,CHICAGO,Retail Food Establishment
464674,CHICAGO,Retail Food Establishment
402994,CHICAGO,Limited Business License
368660,CHICAGO,Limited Business License
26136,CHICAGO,Limited Business License
457806,CHICAGO,Consumption on Premises - Incidental Activity
28804,CHICAGO,Limited Business License
6917,CHICAGO,Limited Business License
426110,CHICAGO,Retail Food Establishment
380559,CHICAGO,Consumption on Premises - Incidental Activity
319168,CHICAGO,Limited Business License
24883,CHICAGO,Motor Vehicle Services License
5273,CHICAGO,Retail Food Establishment
423952,CHICAGO,Limited Business License
456115,CHICAGO,Retail Food Establishment
349783,CHICAGO,Retail Food Establishment
18015,CHICAGO,Retail Food Establishment
18750,CHICAGO,Limited Business License
277579,CHICAGO,Limited Business License
368599,CHICAGO,Retail Food Establishment
214111,CHICAGO,Retail Food Establishment
462729,CHICAGO,Limited Business License
333335,CHICAGO,Limited Business License
424778,CHICAGO,Limited Business License
465232,CHICAGO,Regulated Business License
337366,CHICAGO,Limited Business License
343816,CHICAGO,Limited Business License
403161,CHICAGO,Limited Business License
207086,CHICAGO,Limited Business License
41724,CHICAGO,Limited Business License
465188,CHICAGO,Retail Food Establishment
465492,CHICAGO,Limited Business License
349243,CHICAGO,Retail Food Establishment
380161,MORTON GROVE,Regulated Business License
251246,CHICAGO,Tobacco
251246,CHICAGO,Tobacco
346854,CHICAGO,Regulated Business License
463438,CHICAGO,Limited Business License
430022,CHICAGO,Consumption on Premises - Incidental Activity
423643,CHICAGO,Manufacturing Establishments
321774,CHICAGO,Limited Business License
459667,CHICAGO,Regulated Business License
8003,CHICAGO,Retail Food Establishment
6545,CHICAGO,Limited Business License
243451,CHICAGO,Limited Business License
369015,CHICAGO,Limited Business License
386893,CHICAGO,Retail Food Establishment
266068,CHICAGO,Tavern
352545,CHICAGO,Limited Business License
15083,CHICAGO,Retail Food Establishment
41436,CHICAGO,Limited Business License
314119,CHICAGO,Filling Station
27393,CHICAGO,Limited Business License
341733,CHICAGO,Limited Business License
424135,CHICAGO,Limited Business License
351550,CHICAGO,Limited Business License
368866,CHICAGO,Retail Food Establishment
274981,CHICAGO,Manufacturing Establishments
465443,CHICAGO,Regulated Business License
85552,CHICAGO,Limited Business License
